timestamp_hour_utc,q_air_kw,q_vent_kw,q_rdhx_kw,q_cdu_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_cdu_to_wshp_kw,q_cdu_to_free_kw,q_chiller_evap_kw,p_chiller_kw,p_tower_kw,p_wshp_kw,p_grid_kw,q_heat_kw,day_weight
2025-09-25 08:00:00+00:00,0.0,533.328037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 09:00:00+00:00,0.0,530.6100648148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 10:00:00+00:00,0.0,533.984505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 11:00:00+00:00,0.0,540.3118148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 12:00:00+00:00,0.0,534.6248526658527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 13:00:00+00:00,0.0,527.5269499499499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 14:00:00+00:00,0.0,524.6788627065225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 15:00:00+00:00,0.0,525.3372222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 16:00:00+00:00,0.0,525.4341851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 17:00:00+00:00,0.0,529.1088148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 18:00:00+00:00,0.0,540.3569132996633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 19:00:00+00:00,0.0,544.1205185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
